OTU.ID,MO100E,MO100S,MO87E,MO87S,MO98E,MO98S,MO99E,MO99S,Taxonomy,taxon,guid,mbNumber,taxonomicLevel,trophicMode,guild,confidenceRanking,growthForm,trait,notes,citationSource
ASV1086,8,14,0,0,27,0,34,0,Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_globulifera;,Mortierellaceae,3BD31551-4295-4664-858B-8E44073A293E,816415,9,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Possible,Microfungus,NULL,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
ASV1087,25,58,0,0,0,0,0,0,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Trichomeriaceae_unclassified;Trichomeriaceae_unclassified;,Trichomeriaceae,B366E4F5-4360-49B3-BA47-86698B5D3511,800935,9,Symbiotroph,Epiphyte,Probable,Microfungus,NULL,"Foliar epiphytes with the appearance of sooty moulds, mostly occurring on the surface of living leaves and apparently gaining their nutrients from insect exudates (Chomnunti et al. 2012)","Chomnunti P, et al. 2012. Fungal Diversity 56:63-76 ((https://doi.org/10.1007/s13225-012-0197-2))"
ASV1088,12,0,0,0,0,0,71,0,Fungi;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelopsis;Athelopsis_lembospora;,Atheliaceae,1CB1CCC1-36B9-11D5-9548-00D0592D548C,81737,9,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Lichen Parasite-Lichenized-Plant Pathogen,Possible,Corticioid,NULL,"Many species form ectomycorrhizal associations, often occupying a dominant position in mycorrhizal communities. Other species are pathogens of many different plants and even lichens, and one species has even been suggested to form a lichen association with cyanobacteria. Yet more species are sparse and active decomposers, and a few are aquatic (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV109,0,0,887,33,95,140,0,0,Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;Powellomycetaceae;Powellomyces;Powellomyces_sp;,Powellomyces,4E5EBAEB-AB0E-43E5-B41C-20F1DE51A60B,27628,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV1091,0,22,0,41,0,20,0,0,Fungi;Ascomycota;Sordariomycetes;Xylariales;Sporocadaceae;Pseudopestalotiopsis;Pseudopestalotiopsis_simitheae;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1093,0,0,0,38,23,22,0,0,Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Biscogniauxia;Biscogniauxia_unclassified;,Xylariaceae,1CB1ABFB-36B9-11D5-9548-00D0592D548C,81528,9,Pathotroph-Saprotroph-Symbiotroph,Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph,Probable,Xylarioid,NULL,"Saprobes or weak pathogens, many endophytes, mainly in wood and bark, occasionally in soil and dung (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV1095,0,0,0,0,0,0,83,0,Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1096,0,0,0,0,0,0,83,0,Fungi;Ascomycota;Dothideomycetes;Dothideomycetes_unclassified;Dothideomycetes_unclassified;Dothideomycetes_unclassified;Dothideomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1098,29,0,0,0,0,0,53,0,Fungi;Ascomycota;Leotiomycetes;Thelebolales;Pseudeurotiaceae;Pseudeurotium;Pseudeurotium_hygrophilum;,Pseudeurotiaceae,1CB1CDAD-36B9-11D5-9548-00D0592D548C,81222,9,Saprotroph,Plant Saprotroph-Wood Saprotroph,Probable,Microfungus,NULL,"Saprobic on woody tissue and rotting vegetation, often isolated from soil (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV1099,4,0,0,0,0,0,78,0,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Clavaria;Clavaria_falcata;,Clavariaceae,1CB18368-36B9-11D5-9548-00D0592D548C,80606,9,Saprotroph-Symbiotroph,Lichenized-Undefined Saprotroph,Probable,Clavarioid,NULL,"Most species are presumed saprobic on the ground or rotten wood, but many Multiclavula species are lichenized with green algae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV11,3264,27,2592,300,271,116,1373,38,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV110,0,43,0,0,0,1111,0,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma_asperellum;,Trichoderma asperellum,1CB1B9A3-36B9-11D5-9548-00D0592D548C,461012,20,Symbiotroph,Endophyte,Probable,Microfungus,NULL,Endophyte detection method-culture (Hanada et al. 2008),"Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006))"
ASV1100,0,82,0,0,0,0,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1102,0,82,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Trichosphaeriales;Trichosphaeriaceae;Nigrospora;Nigrospora_oryzae;,Nigrospora oryzae,1CB1B51D-36B9-11D5-9548-00D0592D548C,253729,20,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Probable,NULL,NULL,Host - broad host range,"Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
ASV1104,0,0,74,8,0,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium;Ceratobasidium_sp;,Ceratobasidiaceae,1CB1CCDC-36B9-11D5-9548-00D0592D548C,80572,9,Pathotroph-Saprotroph-Symbiotroph,Endomycorrhizal-Plant Pathogen-Undefined Saprotroph,Possible,Microfungus,NULL,"Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV1105,0,0,82,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Melanocarpus;Melanocarpus_albomyces;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1106,0,0,0,0,0,0,82,0,Fungi;Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;Archaeorhizomycetaceae;Archaeorhizomyces;Archaeorhizomyces_sp;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1107,41,0,0,0,40,0,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1108,19,0,0,0,0,62,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1109,0,81,0,0,0,0,0,0,Fungi;Chytridiomycota;Rhizophlyctidomycetes;Rhizophlyctidales;Sonoraphlyctidaceae;Sonoraphlyctis;Sonoraphlyctis_sp;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV111,0,0,0,30,0,1100,0,17,Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylariaceae_unclassified;Xylariaceae_unclassified;,Xylariaceae,1CB1ABFB-36B9-11D5-9548-00D0592D548C,81528,9,Pathotroph-Saprotroph-Symbiotroph,Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph,Probable,Xylarioid,NULL,"Saprobes or weak pathogens, many endophytes, mainly in wood and bark, occasionally in soil and dung (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV1110,0,81,0,0,0,0,0,0,Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_unclassified;,Mortierellaceae,3BD31551-4295-4664-858B-8E44073A293E,816415,9,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Possible,Microfungus,NULL,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
ASV1112,0,81,0,0,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Capnodiales_unclassified;Capnodiales_unclassified;Capnodiales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1113,0,0,81,0,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Cladosporium_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1114,0,0,81,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps_bassiana;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1116,0,0,0,0,0,0,81,0,Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Erythrobasidium;Erythrobasidium_hasegawianum;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1117,80,0,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Podospora;Podospora_ellisiana;,Lasiosphaeriaceae,1CB1CD4A-36B9-11D5-9548-00D0592D548C,80930,9,Saprotroph,Undefined Saprotroph,Probable,Microfungus,NULL,"Saprobes found dung, soil and rotting vegetation (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV1119,0,0,80,0,0,0,0,0,Fungi;Mortierellomycota;unidentified;unidentified;unidentified;unidentified;Mortierellomycota_sp;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV112,26,15,0,188,66,758,80,0,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Chaetothyriales_unclassified;Chaetothyriales_unclassified;Chaetothyriales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1121,0,0,0,80,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Verticillium;Verticillium_klebahnii;,Plectosphaerellaceae,949EA3B2-2675-497F-B8DF-EF9CD336728F,510694,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Possible,Microfungus,NULL,NULL,"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Worrall JJ, et al. 1997. Mycologia 89:199-219 ((https://doi.org/10.2307/3761073)); Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53313-337 ((https://doi.org/10.1093/mmy/myv008)); List compiled by John Plischke III ((http://home.comcast.net/~grifola/fungionfungi.pdf))"
ASV1122,0,0,0,0,0,80,0,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_Incertae_sedis;Acremonium;Acremonium_polychromum;,Acremonium,1CB17C40-36B9-11D5-9548-00D0592D548C,7028,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Possible,Microfungus,Soft Rot,"Endophyte detection method-culture (Hanada et al. 2010, Del Olmo-Ruiz & Arnold 2014); Likely opportunistic human pathogen (Irinyi et al. 2015)","Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Worrall JJ, et al. 1997. Mycologia 89:199-219 ((https://doi.org/10.2307/3761073)); Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53313-337 ((https://doi.org/10.1093/mmy/myv008))"
ASV1123,0,0,0,0,0,80,0,0,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae;Cyphellophora;Cyphellophora_unclassified;,Cyphellophoraceae,E47C91B2-59D9-4C3C-AC54-9038AE2E4FE1,803682,9,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Probable,Facultative Yeast-Microfungus,NULL,Consult the current literature for updated names on this group that included the Black Yeasts; Some species are likely opportunistic human pathogen (Irinyi et al. 2015),"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))"
ASV1124,0,0,0,0,0,0,80,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1126,18,0,0,0,22,3,36,0,Fungi;Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;Archaeorhizomycetaceae;Archaeorhizomyces;Archaeorhizomyces_sp;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1127,0,0,0,79,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Dissoconiaceae;Dissoconium;Dissoconium_aciculare;,Dissoconium,1CB1C6C8-36B9-11D5-9548-00D0592D548C,11074,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV1128,0,0,0,0,67,6,0,6,Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1129,0,0,0,0,0,79,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1130,0,0,0,0,0,0,79,0,Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Schizothecium;Schizothecium_unclassified;,Lasiosphaeriaceae,1CB1CD4A-36B9-11D5-9548-00D0592D548C,80930,9,Saprotroph,Undefined Saprotroph,Probable,Microfungus,NULL,"Saprobes found dung, soil and rotting vegetation (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV1134,0,63,0,0,15,0,0,0,Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_amoeboidea;,Mortierellaceae,3BD31551-4295-4664-858B-8E44073A293E,816415,9,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Possible,Microfungus,NULL,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
ASV1136,0,78,0,0,0,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelopsis;Athelopsis_lembospora;,Atheliaceae,1CB1CCC1-36B9-11D5-9548-00D0592D548C,81737,9,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Lichen Parasite-Lichenized-Plant Pathogen,Possible,Corticioid,NULL,"Many species form ectomycorrhizal associations, often occupying a dominant position in mycorrhizal communities. Other species are pathogens of many different plants and even lichens, and one species has even been suggested to form a lichen association with cyanobacteria. Yet more species are sparse and active decomposers, and a few are aquatic (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV1138,0,0,0,0,0,78,0,0,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Chaetothyriales_unclassified;Chaetothyriales_unclassified;Chaetothyriales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1139,0,0,0,0,0,0,78,0,Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Humicola;Humicola_olivacea;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1141,0,0,0,0,0,0,0,78,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1142,0,0,0,0,0,0,0,78,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1143,16,0,0,0,0,0,61,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Volutella;Volutella_sp;,Nectriaceae,1CB1CD7A-36B9-11D5-9548-00D0592D548C,81059,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph,Possible,Microfungus,NULL,Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))"
ASV1144,36,0,0,0,0,0,41,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Leotiaceae;Pezoloma;Pezoloma_ericae;,Pezoloma ericae,E76357C9-231B-4A71-8E8A-C24F5C305C25,510668,20,Pathotroph-Symbiotroph,Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal,Probable,Microfungus,NULL,"Dark Septate Microfungus; Syn. Hymenoscyphus ericae, Pezizella ericae, Rhizoscyphus ericae; Ericoid mycorrhizae have been demonstrated for strains of R. ericae (Vohník et al. 2012); however, that name has been applied broadly in reference to a species group (i.e., the Rhizoscyphus ericae aggregate) that likely contains ectomycorrhizal members as well (Vrålstad et al. 2000)","Dalpe Y. 1989. New Phytologist 113:523-527 ((https://doi.org/10.1111/j.1469-8137.1989.tb00364.x)); Vrålstad T, et al. 2000. New Phytologist 145:549-563 ((https://doi.org/10.1046/j.1469-8137.2000.00605.x; as ectomycorrhizal)); Baral HO, Krieglsteiner L. 2006. Acta Mycologica 41:11-20 ((https://doi.org/10.5586/am.2006.003; as bryophyte parasite)); Huhtinen S, et al. 2010. Nova Hedwigia 90:413-431 ((https://doi.org/10.1127/0029-5035/2010/0090-0413; as bryophyte parasite)), Bent E, et al. 2011. Applied and Environmental Microbiology 77:3351-3359 ((https://doi.org/10.1128/AEM.02575-10; as ectomycorrhizal)); Vohník M, et al. 2012. PLoS ONE 7:e39524 ((https://doi.org/10.1371/journal.pone.0039524; as ericoid mycorrhizae))"
ASV1146,0,77,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Tolypocladium;Tolypocladium_album;,Tolypocladium,1CB1A75A-36B9-11D5-9548-00D0592D548C,10242,13,Pathotroph-Symbiotroph,Animal Pathogen-Clavicipitaceous Endophyte-Fungal Parasite,Possible,NULL,NULL,Endophyte detection method-culture (Gazis et al. 2014),"Gazis R, et al. 2014. Mycologia 106:1090-1105 ((https://doi.org/10.3852/13-346)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Quant CA. 2014. IMA Fungus 5:121-134 ((https://doi.org/10.5598/imafungus.2014.05.01.12))"
ASV1147,0,77,0,0,0,0,0,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_Incertae_sedis;Leohumicola;Leohumicola_incrustata;,Leohumicola,FFF3FDAA-784F-41C0-AF4B-12069962ABF7,500248,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV1148,0,0,77,0,0,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelopsis;Athelopsis_lembospora;,Atheliaceae,1CB1CCC1-36B9-11D5-9548-00D0592D548C,81737,9,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Lichen Parasite-Lichenized-Plant Pathogen,Possible,Corticioid,NULL,"Many species form ectomycorrhizal associations, often occupying a dominant position in mycorrhizal communities. Other species are pathogens of many different plants and even lichens, and one species has even been suggested to form a lichen association with cyanobacteria. Yet more species are sparse and active decomposers, and a few are aquatic (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV115,56,27,0,412,247,0,374,0,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Cladosporium_ramotenellum;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1150,0,0,0,0,0,77,0,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae;Brevistachys;Brevistachys_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1154,0,65,0,0,0,11,0,0,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Capnodiales_unclassified;Capnodiales_unclassified;Capnodiales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV1155,0,76,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Coniochaeta;Coniochaeta_sp;,Coniochaetaceae,1CB1CCF3-36B9-11D5-9548-00D0592D548C,80629,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Possible,Microfungus,NULL,"Common Name - Rust Fungus; Saprobic on wood and bark (especially in dry habitats), coprophilous or isolated from soil and similar substrata (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Damm U, et al. 2010. Persoonia 24:60-80 ((http://doi.org/10.3767/003158510X500705)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))"
ASV1156,0,18,0,0,0,0,58,0,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala_opportunistica;,Herpotrichiellaceae,1CB1CD37-36B9-11D5-9548-00D0592D548C,80856,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,Facultative Yeast-Microfungus,NULL,"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
